"","DataSet","n","GeneSymbol","GeneID","GeneName","Chr","FoldChange","Regulation","FDR","Location","Type","Depleted","SCNT","miNT","TSA","FoldChange_allR"
"828","Srirattana2017_SF2",NA,"EIF3A","506564","eukaryotic translation initiation factor 3 subunit A",NA,2.121375483,"Down",0.044,"Cytoplasm","other",1,0,1,1,-2.121375483
"829","Srirattana2017_SF2",NA,"MLXIP","783217","MLX interacting protein",NA,47.47183788,"Up",0.044,"Nucleus","other",1,0,1,1,47.47183788
"830","Srirattana2017_SF2",NA,"RNPC3","768060","RNA binding region (RNP1, RRM) containing 3",NA,3.160165247,"Down",0.044,"Nucleus","other",1,0,1,1,-3.160165247
"831","Srirattana2017_SF2",NA,"SBNO2","512682","strawberry notch homolog 2",NA,11.39240156,"Up",0.044,"Other","transcription regulator",1,0,1,1,11.39240156
"832","Srirattana2017_SF2",NA,"SEC23A","533994","Sec23 homolog A, coat complex II component",NA,4.550420911,"Down",0.044,"Cytoplasm","transporter",1,0,1,1,-4.550420911
"833","Srirattana2017_SF2",NA,"AFF1","781149","AF4/FMR2 family member 1",NA,2.401606855,"Up",0.0442,"Nucleus","transcription regulator",1,0,1,1,2.401606855
"834","Srirattana2017_SF2",NA,"CLDN10","506545","claudin 10",NA,11.72893406,"Up",0.0442,"Plasma Membrane","other",1,0,1,1,11.72893406
"835","Srirattana2017_SF2",NA,"NDRG1","504499","N-myc downstream regulated 1",NA,17.07720541,"Up",0.0442,"Nucleus","kinase",1,0,1,1,17.07720541
"836","Srirattana2017_SF2",NA,"NPC1","286772","NPC intracellular cholesterol transporter 1",NA,3.031433133,"Up",0.0442,"Cytoplasm","transporter",1,0,1,1,3.031433133
"837","Srirattana2017_SF2",NA,"CINP","613767","cyclin dependent kinase 2 interacting protein",NA,13.00504963,"Up",0.0443,"Nucleus","other",1,0,1,1,13.00504963
"838","Srirattana2017_SF2",NA,"PCDH1","509388","protocadherin 1",NA,21.88696486,"Up",0.0443,"Plasma Membrane","other",1,0,1,1,21.88696486
"839","Srirattana2017_SF2",NA,"SLC29A1","510932","solute carrier family 29 member 1 (Augustine blood group)",NA,4.141059695,"Up",0.0443,"Plasma Membrane","transporter",1,0,1,1,4.141059695
"840","Srirattana2017_SF2",NA,"CTNNBL1","282421","catenin beta like 1",NA,12.81711804,"Up",0.0444,"Nucleus","other",1,0,1,1,12.81711804
"841","Srirattana2017_SF2",NA,"NFU1","615964","NFU1 iron-sulfur cluster scaffold",NA,3.006322956,"Down",0.0446,"Cytoplasm","other",1,0,1,1,-3.006322956
"842","Srirattana2017_SF2",NA,"ZFYVE16","536671","zinc finger FYVE-type containing 16",NA,2.783692784,"Down",0.0446,"Nucleus","transporter",1,0,1,1,-2.783692784
"843","Srirattana2017_SF2",NA,"POLA2","514793","DNA polymerase alpha 2, accessory subunit",NA,16.7257616,"Up",0.0447,"Nucleus","enzyme",1,0,1,1,16.7257616
"844","Srirattana2017_SF2",NA,"CASKIN2","789036","CASK interacting protein 2",NA,19.57580866,"Up",0.0448,"Cytoplasm","other",1,0,1,1,19.57580866
"845","Srirattana2017_SF2",NA,"CDC7","516094","cell division cycle 7",NA,2.531513188,"Down",0.0448,"Nucleus","kinase",1,0,1,1,-2.531513188
"846","Srirattana2017_SF2",NA,"CLPP","535981","caseinolytic mitochondrial matrix peptidase proteolytic subunit",NA,24.77820889,"Up",0.0448,"Cytoplasm","peptidase",1,0,1,1,24.77820889
"847","Srirattana2017_SF2",NA,"GNMT","538212","glycine N-methyltransferase",NA,32.2225776,"Up",0.0448,"Cytoplasm","enzyme",1,0,1,1,32.2225776
"848","Srirattana2017_SF2",NA,"HAT1","509329","histone acetyltransferase 1",NA,2.418311352,"Down",0.0448,"Nucleus","enzyme",1,0,1,1,-2.418311352
"849","Srirattana2017_SF2",NA,"LOC515358","515358",NA,NA,14.44001164,"Up",0.0448,"Undetermined",NA,1,0,1,1,14.44001164
"850","Srirattana2017_SF2",NA,"NACC1","525378","nucleus accumbens associated 1",NA,18.07595543,"Up",0.0448,"Nucleus","transcription regulator",1,0,1,1,18.07595543
"851","Srirattana2017_SF2",NA,"NR2C2AP","508684","nuclear receptor 2C2 associated protein",NA,25.22880557,"Up",0.0448,"Nucleus","other",1,0,1,1,25.22880557
"852","Srirattana2017_SF2",NA,"NUMA1","513091","nuclear mitotic apparatus protein 1",NA,10.92832205,"Up",0.0448,"Nucleus","other",1,0,1,1,10.92832205
"853","Srirattana2017_SF2",NA,"PGD","514939","phosphogluconate dehydrogenase",NA,3.737309388,"Up",0.0448,"Cytoplasm","enzyme",1,0,1,1,3.737309388
"854","Srirattana2017_SF2",NA,"PLK1","538238","polo like kinase 1",NA,3.724379279,"Up",0.0448,"Nucleus","kinase",1,0,1,1,3.724379279
"855","Srirattana2017_SF2",NA,"TANK","539513","TRAF family member associated NFKB activator",NA,3.792107861,"Down",0.0448,"Cytoplasm","other",1,0,1,1,-3.792107861
"856","Srirattana2017_SF2",NA,"NUS1","100849670","NUS1 dehydrodolichyl diphosphate synthase subunit",NA,3.600007719,"Down",0.0449,"Cytoplasm","enzyme",1,0,1,1,-3.600007719
"857","Srirattana2017_SF2",NA,"ABCC1","281588","ATP binding cassette subfamily C member 1",NA,20.63469201,"Up",0.0451,"Plasma Membrane","transporter",1,0,1,1,20.63469201
"858","Srirattana2017_SF2",NA,"BMPR1A","404101","bone morphogenetic protein receptor type 1A",NA,3.073750363,"Down",0.0451,"Plasma Membrane","kinase",1,0,1,1,-3.073750363
"859","Srirattana2017_SF2",NA,"DYRK1A","532989","dual specificity tyrosine phosphorylation regulated kinase 1A",NA,2.214529169,"Down",0.0451,"Nucleus","kinase",1,0,1,1,-2.214529169
"860","Srirattana2017_SF2",NA,"LOC509058",NA,NA,NA,22.00866909,"Up",0.0451,"Undetermined",NA,1,0,1,1,22.00866909
"861","Srirattana2017_SF2",NA,"RASSF5","539767","Ras association domain family member 5",NA,20.92274158,"Up",0.0451,"Plasma Membrane","other",1,0,1,1,20.92274158
"862","Srirattana2017_SF2",NA,"DNAH2","789044","dynein axonemal heavy chain 2",NA,21.28846466,"Up",0.0455,"Other","other",1,0,1,1,21.28846466
"863","Srirattana2017_SF2",NA,"PFKFB4","534928","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",NA,24.25146506,"Up",0.0455,"Cytoplasm","kinase",1,0,1,1,24.25146506
"864","Srirattana2017_SF2",NA,"PDXK","514168","pyridoxal (pyridoxine, vitamin B6) kinase",NA,2.66474965,"Up",0.0457,"Cytoplasm","kinase",1,0,1,1,2.66474965
"865","Srirattana2017_SF2",NA,"FOXO4","618793","forkhead box O4",NA,15.22109242,"Up",0.0458,"Nucleus","transcription regulator",1,0,1,1,15.22109242
"866","Srirattana2017_SF2",NA,"PLXNB2","508175","plexin B2",NA,6.588728138,"Up",0.0458,"Plasma Membrane","transmembrane receptor",1,0,1,1,6.588728138
"867","Srirattana2017_SF2",NA,"UHRF1BP1L","520720","UHRF1 binding protein 1 like",NA,2.42670712,"Down",0.0458,"Other","other",1,0,1,1,-2.42670712
"868","Srirattana2017_SF2",NA,"ITPR1","317697","inositol 1,4,5-trisphosphate receptor type 1",NA,4.996784503,"Up",0.046,"Cytoplasm","ion channel",1,0,1,1,4.996784503
"869","Srirattana2017_SF2",NA,"KANSL3","618190","KAT8 regulatory NSL complex subunit 3",NA,8.462007709,"Up",0.046,"Nucleus","other",1,0,1,1,8.462007709
"870","Srirattana2017_SF2",NA,"NIPSNAP3A","534363","nipsnap homolog 3A",NA,9.044244537,"Down",0.046,"Nucleus","other",1,0,1,1,-9.044244537
"871","Srirattana2017_SF2",NA,"RNF220","616005","ring finger protein 220",NA,12.28648216,"Up",0.046,"Cytoplasm","enzyme",1,0,1,1,12.28648216
"872","Srirattana2017_SF2",NA,"TNS1","286798","tensin 1",NA,7.700755545,"Up",0.0461,"Plasma Membrane","other",1,0,1,1,7.700755545
"873","Srirattana2017_SF2",NA,"GTF2A1","785612","general transcription factor IIA subunit 1",NA,2.445280555,"Down",0.0462,"Cytoplasm","transcription regulator",1,0,1,1,-2.445280555
"874","Srirattana2017_SF2",NA,"LMNB2","516326","lamin B2",NA,15.22109242,"Up",0.0462,"Nucleus","other",1,0,1,1,15.22109242
"875","Srirattana2017_SF2",NA,"ZNF592","516451","zinc finger protein 592",NA,31.42846705,"Up",0.0462,"Nucleus","other",1,0,1,1,31.42846705
"876","Srirattana2017_SF2",NA,"DCAF7","516678","DDB1 and CUL4 associated factor 7",NA,14.68223812,"Up",0.0463,"Cytoplasm","other",1,0,1,1,14.68223812
"877","Srirattana2017_SF2",NA,"DCTN6","513751","dynactin subunit 6",NA,2.419988178,"Down",0.0463,"Cytoplasm","enzyme",1,0,1,1,-2.419988178
"878","Srirattana2017_SF2",NA,"DDX6","513906","DEAD-box helicase 6",NA,2.264197804,"Down",0.0463,"Nucleus","enzyme",1,0,1,1,-2.264197804
"879","Srirattana2017_SF2",NA,"MCRS1","514410","microspherule protein 1",NA,9.659844732,"Up",0.0463,"Nucleus","other",1,0,1,1,9.659844732
"880","Srirattana2017_SF2",NA,"NDUFB9","327660","NADH:ubiquinone oxidoreductase subunit B9",NA,2.781763943,"Up",0.0463,"Cytoplasm","enzyme",1,0,1,1,2.781763943
"881","Srirattana2017_SF2",NA,"PPHLN1","532695","periphilin 1",NA,3.023039857,"Down",0.0463,"Nucleus","other",1,0,1,1,-3.023039857
"882","Srirattana2017_SF2",NA,"SLC44A2","617624","solute carrier family 44 member 2",NA,3.228804298,"Up",0.0463,"Extracellular Space","transporter",1,0,1,1,3.228804298
"883","Srirattana2017_SF2",NA,"SOD1","281495","superoxide dismutase 1, soluble",NA,3.38228915,"Down",0.0464,"Cytoplasm","enzyme",1,0,1,1,-3.38228915
"884","Srirattana2017_SF2",NA,"INTS1","790146","integrator complex subunit 1",NA,18.26487531,"Up",0.0465,"Nucleus","other",1,0,1,1,18.26487531
"885","Srirattana2017_SF2",NA,"MLEC","515309","malectin",NA,5.017608818,"Up",0.0465,"Plasma Membrane","other",1,0,1,1,5.017608818
"886","Srirattana2017_SF2",NA,"RASA1","282032","RAS p21 protein activator 1",NA,2.287861946,"Down",0.0465,"Cytoplasm","transporter",1,0,1,1,-2.287861946
"887","Srirattana2017_SF2",NA,"SF3B1","510177","splicing factor 3b subunit 1",NA,2.087823855,"Down",0.0465,"Nucleus","other",1,0,1,1,-2.087823855
"888","Srirattana2017_SF2",NA,"APRT","519017","adenine phosphoribosyltransferase",NA,24.03391883,"Up",0.0466,"Cytoplasm","enzyme",1,0,1,1,24.03391883
"889","Srirattana2017_SF2",NA,"C6H4orf19","511424",NA,NA,6.399681027,"Up",0.0466,"Undetermined",NA,1,0,1,1,6.399681027
"890","Srirattana2017_SF2",NA,"PCED1B","540367","PC-esterase domain containing 1B",NA,7.130483967,"Up",0.0467,"Other","other",1,0,1,1,7.130483967
"891","Srirattana2017_SF2",NA,"POLR2H","505599","RNA polymerase II subunit H",NA,5.303703041,"Up",0.047,"Nucleus","enzyme",1,0,1,1,5.303703041
"892","Srirattana2017_SF2",NA,"TTYH2","533184","tweety family member 2",NA,12.10893434,"Up",0.047,"Other","ion channel",1,0,1,1,12.10893434
"893","Srirattana2017_SF2",NA,"CCDC124","510778","coiled-coil domain containing 124",NA,13.76564209,"Up",0.0471,"Other","other",1,0,1,1,13.76564209
"894","Srirattana2017_SF2",NA,"PCNXL3",NA,"pecanex homolog 3 (Drosophila)",NA,37.68712927,"Up",0.0471,"Other","other",1,0,1,1,37.68712927
"895","Srirattana2017_SF2",NA,"RAB3IP","533284","RAB3A interacting protein",NA,4.796559655,"Down",0.0471,"Cytoplasm","other",1,0,1,1,-4.796559655
"896","Srirattana2017_SF2",NA,"SIRT7","505662","sirtuin 7",NA,17.4360338,"Up",0.0471,"Nucleus","enzyme",1,0,1,1,17.4360338
"897","Srirattana2017_SF2",NA,"STX4","508675","syntaxin 4",NA,13.53853755,"Up",0.0471,"Plasma Membrane","transporter",1,0,1,1,13.53853755
"898","Srirattana2017_SF2",NA,"ADRM1","519729","adhesion regulating molecule 1",NA,6.511545481,"Up",0.0472,"Plasma Membrane","other",1,0,1,1,6.511545481
"899","Srirattana2017_SF2",NA,"CACNA2D1","282608","calcium voltage-gated channel auxiliary subunit alpha2delta 1",NA,4.334903867,"Down",0.0472,"Plasma Membrane","ion channel",1,0,1,1,-4.334903867
"900","Srirattana2017_SF2",NA,"CDC25A","520188","cell division cycle 25A",NA,12.12573253,"Up",0.0472,"Nucleus","phosphatase",1,0,1,1,12.12573253
"901","Srirattana2017_SF2",NA,"CDK11B","493708","cyclin dependent kinase 11B",NA,2.891864589,"Up",0.0472,"Nucleus","kinase",1,0,1,1,2.891864589
"902","Srirattana2017_SF2",NA,"HIST1H2BD","519935","histone cluster 1, H2bd",NA,46.75342011,"Up",0.0472,"Nucleus","other",1,0,1,1,46.75342011
"903","Srirattana2017_SF2",NA,"IFITM3","282255","interferon induced transmembrane protein 3",NA,9.113467018,"Up",0.0472,"Plasma Membrane","other",1,0,1,1,9.113467018
"904","Srirattana2017_SF2",NA,"MEF2D","100336730","myocyte enhancer factor 2D",NA,19.75300171,"Up",0.0472,"Nucleus","transcription regulator",1,0,1,1,19.75300171
"905","Srirattana2017_SF2",NA,"MTA2","515389","metastasis associated 1 family member 2",NA,5.505982406,"Up",0.0472,"Nucleus","transcription regulator",1,0,1,1,5.505982406
"906","Srirattana2017_SF2",NA,"PIGN","525095","phosphatidylinositol glycan anchor biosynthesis class N",NA,2.752991203,"Down",0.0472,"Cytoplasm","enzyme",1,0,1,1,-2.752991203
"907","Srirattana2017_SF2",NA,"PLEKHG3","520027","pleckstrin homology and RhoGEF domain containing G3",NA,4.222214871,"Up",0.0472,"Other","other",1,0,1,1,4.222214871
"908","Srirattana2017_SF2",NA,"RBM10","505749","RNA binding motif protein 10",NA,5.578974665,"Up",0.0472,"Nucleus","other",1,0,1,1,5.578974665
"909","Srirattana2017_SF2",NA,"SLC25A6","282480","solute carrier family 25 member 6",NA,2.342420362,"Up",0.0472,"Cytoplasm","transporter",1,0,1,1,2.342420362
"910","Srirattana2017_SF2",NA,"THOC1","100138748","THO complex 1",NA,3.03774338,"Down",0.0472,"Nucleus","transcription regulator",1,0,1,1,-3.03774338
"911","Srirattana2017_SF2",NA,"UBE2J1","539754","ubiquitin conjugating enzyme E2 J1",NA,2.924114897,"Down",0.0472,"Cytoplasm","enzyme",1,0,1,1,-2.924114897
"912","Srirattana2017_SF2",NA,"ACO2","280976","aconitase 2",NA,26.7598848,"Up",0.0473,"Cytoplasm","enzyme",1,0,1,1,26.7598848
"913","Srirattana2017_SF2",NA,"CBX3","539788","chromobox 3",NA,5.645103374,"Down",0.0473,"Nucleus","transcription regulator",1,0,1,1,-5.645103374
"914","Srirattana2017_SF2",NA,"MAP2K2","510434","mitogen-activated protein kinase kinase 2",NA,9.467608174,"Up",0.0473,"Cytoplasm","kinase",1,0,1,1,9.467608174
"915","Srirattana2017_SF2",NA,"MDFIC","520530","MyoD family inhibitor domain containing",NA,4.25748073,"Down",0.0473,"Nucleus","other",1,0,1,1,-4.25748073
"916","Srirattana2017_SF2",NA,"MRPL38","617005","mitochondrial ribosomal protein L38",NA,24.43707997,"Up",0.0473,"Cytoplasm","other",1,0,1,1,24.43707997
"917","Srirattana2017_SF2",NA,"MYBL2","510420","MYB proto-oncogene like 2",NA,4.248636746,"Up",0.0473,"Nucleus","transcription regulator",1,0,1,1,4.248636746
"918","Srirattana2017_SF2",NA,"SNRPB2","767873","small nuclear ribonucleoprotein polypeptide B2",NA,2.966989868,"Down",0.0473,"Nucleus","other",1,0,1,1,-2.966989868
"919","Srirattana2017_SF2",NA,"SRF","533039","serum response factor",NA,14.25108641,"Up",0.0473,"Nucleus","transcription regulator",1,0,1,1,14.25108641
"920","Srirattana2017_SF2",NA,"ZC3H4","521686","zinc finger CCCH-type containing 4",NA,19.11985928,"Up",0.0473,"Nucleus","other",1,0,1,1,19.11985928
"921","Srirattana2017_SF2",NA,"SLC7A4","504923","solute carrier family 7 member 4",NA,23.11888637,"Up",0.0477,"Plasma Membrane","transporter",1,0,1,1,23.11888637
"922","Srirattana2017_SF2",NA,"TMEM86A","532018","transmembrane protein 86A",NA,3.47737824,"Up",0.0477,"Other","other",1,0,1,1,3.47737824
"923","Srirattana2017_SF2",NA,"TUBGCP5","512912","tubulin gamma complex associated protein 5",NA,3.171136546,"Down",0.0477,"Cytoplasm","other",1,0,1,1,-3.171136546
"924","Srirattana2017_SF2",NA,"CBLL1","524139","Cbl proto-oncogene like 1",NA,2.694467154,"Down",0.0479,"Nucleus","enzyme",1,0,1,1,-2.694467154
"925","Srirattana2017_SF2",NA,"B3GNT5","767899","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",NA,4.198866734,"Down",0.048,"Cytoplasm","enzyme",1,0,1,1,-4.198866734
"926","Srirattana2017_SF2",NA,"COLGALT1","513167","collagen beta(1-O)galactosyltransferase 1",NA,11.26675382,"Up",0.048,"Cytoplasm","enzyme",1,0,1,1,11.26675382
"927","Srirattana2017_SF2",NA,"IPO4","510372","importin 4",NA,20.63469201,"Up",0.048,"Nucleus","transporter",1,0,1,1,20.63469201
"928","Srirattana2017_SF2",NA,"LIN54","100139053","lin-54 DREAM MuvB core complex component",NA,2.735870608,"Down",0.048,"Nucleus","other",1,0,1,1,-2.735870608
"929","Srirattana2017_SF2",NA,"SCARB1","282346","scavenger receptor class B member 1",NA,10.93589962,"Up",0.048,"Plasma Membrane","transporter",1,0,1,1,10.93589962
"930","Srirattana2017_SF2",NA,"CDC42EP1","511099","CDC42 effector protein 1",NA,19.02731384,"Up",0.0481,"Extracellular Space","other",1,0,1,1,19.02731384
"931","Srirattana2017_SF2",NA,"EGR1","407125","early growth response 1",NA,19.22617679,"Up",0.0481,"Nucleus","transcription regulator",1,0,1,1,19.22617679
"932","Srirattana2017_SF2",NA,"GALT","506997","galactose-1-phosphate uridylyltransferase",NA,4.092549879,"Up",0.0481,"Cytoplasm","enzyme",1,0,1,1,4.092549879
"933","Srirattana2017_SF2",NA,"S100A11","337886","S100 calcium binding protein A11",NA,3.755486989,"Down",0.0481,"Cytoplasm","other",1,0,1,1,-3.755486989
"934","Srirattana2017_SF2",NA,"SLC7A5","282369","solute carrier family 7 member 5",NA,11.80233166,"Up",0.0481,"Plasma Membrane","transporter",1,0,1,1,11.80233166
"935","Srirattana2017_SF2",NA,"CDKN3","615282","cyclin dependent kinase inhibitor 3",NA,8.724061861,"Down",0.0482,"Cytoplasm","phosphatase",1,0,1,1,-8.724061861
"936","Srirattana2017_SF2",NA,"CTSA","518169","cathepsin A",NA,2.745368863,"Up",0.0482,"Cytoplasm","peptidase",1,0,1,1,2.745368863
"937","Srirattana2017_SF2",NA,"GLMP","100125876","glycosylated lysosomal membrane protein",NA,7.873472176,"Up",0.0482,"Cytoplasm","transcription regulator",1,0,1,1,7.873472176
"938","Srirattana2017_SF2",NA,"SLC35A1","536838","solute carrier family 35 member A1",NA,4.783279187,"Down",0.0482,"Cytoplasm","transporter",1,0,1,1,-4.783279187
"939","Srirattana2017_SF2",NA,"TGM2","281528","transglutaminase 2",NA,6.355475201,"Up",0.0482,"Cytoplasm","enzyme",1,0,1,1,6.355475201
"940","Srirattana2017_SF2",NA,"BAIAP2","507837","BAI1 associated protein 2",NA,21.88696486,"Up",0.0484,"Plasma Membrane","kinase",1,0,1,1,21.88696486
"941","Srirattana2017_SF2",NA,"TAF1B","511236","TATA-box binding protein associated factor, RNA polymerase I subunit B",NA,3.690969971,"Down",0.0484,"Nucleus","transcription regulator",1,0,1,1,-3.690969971
"942","Srirattana2017_SF2",NA,"USP3","529395","ubiquitin specific peptidase 3",NA,5.311060634,"Down",0.0485,"Cytoplasm","other",1,0,1,1,-5.311060634
"943","Srirattana2017_SF2",NA,"BRD7","526153","bromodomain containing 7",NA,2.211461307,"Down",0.0487,"Nucleus","transcription regulator",1,0,1,1,-2.211461307
"944","Srirattana2017_SF2",NA,"TBL2","511758","transducin (beta)-like 2",NA,31.12495832,"Up",0.0487,"Plasma Membrane","other",1,0,1,1,31.12495832
"945","Srirattana2017_SF2",NA,"CALCOCO1","538675","calcium binding and coiled-coil domain 1",NA,10.71084206,"Up",0.0489,"Nucleus","transcription regulator",1,0,1,1,10.71084206
"946","Srirattana2017_SF2",NA,"TSEN54","511091","tRNA splicing endonuclease subunit 54",NA,17.85182916,"Up",0.0489,"Nucleus","enzyme",1,0,1,1,17.85182916
"947","Srirattana2017_SF2",NA,"CDC37","520883","cell division cycle 37",NA,9.363189132,"Up",0.0491,"Cytoplasm","kinase",1,0,1,1,9.363189132
"948","Srirattana2017_SF2",NA,"RNF40","539901","ring finger protein 40",NA,22.06977475,"Up",0.0492,"Cytoplasm","enzyme",1,0,1,1,22.06977475
"949","Srirattana2017_SF2",NA,"GPX1","281209","glutathione peroxidase 1",NA,2.940374673,"Up",0.0493,"Cytoplasm","enzyme",1,0,1,1,2.940374673
"950","Srirattana2017_SF2",NA,"ZKSCAN5","516885","zinc finger with KRAB and SCAN domains 5",NA,2.347296357,"Down",0.0493,"Nucleus","transcription regulator",1,0,1,1,-2.347296357
"951","Srirattana2017_SF2",NA,"ABCA3","505787","ATP binding cassette subfamily A member 3",NA,27.646022,"Up",0.0495,"Plasma Membrane","transporter",1,0,1,1,27.646022
"952","Srirattana2017_SF2",NA,"BIN1","614576","bridging integrator 1",NA,13.94813183,"Up",0.0495,"Nucleus","other",1,0,1,1,13.94813183
"953","Srirattana2017_SF2",NA,"C1H21orf91","540784",NA,NA,4.432129391,"Down",0.0495,"Undetermined",NA,1,0,1,1,-4.432129391
"954","Srirattana2017_SF2",NA,"DNAJC3","286770","DnaJ heat shock protein family (Hsp40) member C3",NA,2.302178983,"Down",0.0495,"Cytoplasm","other",1,0,1,1,-2.302178983
"955","Srirattana2017_SF2",NA,"KRT80","522400","keratin 80",NA,17.86420739,"Up",0.0495,"Cytoplasm","other",1,0,1,1,17.86420739
"956","Srirattana2017_SF2",NA,"EPN2","505336","epsin 2",NA,14.4200074,"Up",0.0498,"Cytoplasm","other",1,0,1,1,14.4200074
"957","Srirattana2017_SF2",NA,"PRDM10","507760","PR domain 10",NA,16.16722314,"Up",0.0498,"Nucleus","transcription regulator",1,0,1,1,16.16722314
"958","Srirattana2017_SF2",NA,"ZNF280B","517697","zinc finger protein 280B",NA,2.681425183,"Down",0.0498,"Nucleus","other",1,0,1,1,-2.681425183
"959","Srirattana2017_SF2",NA,"PTOV1","617775","prostate tumor overexpressed 1",NA,17.23178202,"Up",0.05,"Nucleus","other",0,0,1,0,17.23178202
"960","Srirattana2017_SF3",NA,"REEP3","512704","receptor accessory protein 3",NA,7.851672511,"Down",0.00285,"Other","other",1,0,1,1,-7.851672511
"961","Srirattana2017_SF3",NA,"RPL23A","507168","ribosomal protein L23a",NA,11.6237204,"Down",0.00285,"Cytoplasm","other",1,0,1,1,-11.6237204
"962","Srirattana2017_SF3",NA,"MOSPD1","523578","motile sperm domain containing 1",NA,5.256126509,"Down",0.00531,"Other","other",1,0,1,1,-5.256126509
"963","Srirattana2017_SF3",NA,"RAN","540457","RAN, member RAS oncogene family",NA,10.68118643,"Down",0.00531,"Nucleus","enzyme",1,0,1,1,-10.68118643
"964","Srirattana2017_SF3",NA,"SSB","338071","Sjogren syndrome antigen B",NA,5.296355642,"Down",0.00531,"Nucleus","enzyme",1,0,1,1,-5.296355642
"965","Srirattana2017_SF3",NA,"TMEM41B","616372","transmembrane protein 41B",NA,5.073565597,"Down",0.00531,"Other","other",1,0,1,1,-5.073565597
"966","Srirattana2017_SF3",NA,"JMJD1C","781067","jumonji domain containing 1C",NA,5.344296314,"Down",0.00642,"Nucleus","other",1,0,1,1,-5.344296314
"967","Srirattana2017_SF3",NA,"LOC782101","782101",NA,NA,5.084126757,"Down",0.00642,"Undetermined",NA,1,0,1,1,-5.084126757
"968","Srirattana2017_SF3",NA,"SDCBP","510979","syndecan binding protein",NA,3.858392738,"Down",0.00642,"Plasma Membrane","enzyme",1,0,1,1,-3.858392738
"969","Srirattana2017_SF3",NA,"CD2AP","533188","CD2 associated protein",NA,4.084048503,"Down",0.00649,"Cytoplasm","other",1,0,1,1,-4.084048503
"970","Srirattana2017_SF3",NA,"NEMF","541292","nuclear export mediator factor",NA,4.355988061,"Down",0.00649,"Nucleus","other",1,0,1,1,-4.355988061
"971","Srirattana2017_SF3",NA,"QSER1","537018","glutamine and serine rich 1",NA,3.657860358,"Down",0.00672,"Other","other",1,0,1,1,-3.657860358
"972","Srirattana2017_SF3",NA,"APC","533233","APC, WNT signaling pathway regulator",NA,3.280691645,"Down",0.00693,"Nucleus","enzyme",1,0,1,1,-3.280691645
"973","Srirattana2017_SF3",NA,"C15H11orf34","505518",NA,NA,22.25411155,"Down",0.00693,"Undetermined",NA,1,0,1,1,-22.25411155
"974","Srirattana2017_SF3",NA,"CHORDC1","505144","cysteine and histidine rich domain containing 1",NA,3.37760355,"Down",0.00693,"Other","other",1,0,1,1,-3.37760355
"975","Srirattana2017_SF3",NA,"FLNB","613533","filamin B",NA,5.300028068,"Up",0.00693,"Cytoplasm","other",1,0,1,1,5.300028068
"976","Srirattana2017_SF3",NA,"HRSP12",NA,"reactive intermediate imine deaminase A homolog",NA,6.168843302,"Down",0.00693,"Cytoplasm","enzyme",1,0,1,1,-6.168843302
"977","Srirattana2017_SF3",NA,"MXD1","514626","MAX dimerization protein 1",NA,7.105814367,"Down",0.00693,"Nucleus","transcription regulator",1,0,1,1,-7.105814367
"978","Srirattana2017_SF3",NA,"NES","522383","nestin",NA,8.913549207,"Down",0.00693,"Extracellular Space","other",1,0,1,1,-8.913549207
"979","Srirattana2017_SF3",NA,"NPM1","614028","nucleophosmin",NA,5.433945138,"Down",0.00693,"Nucleus","transcription regulator",1,0,1,1,-5.433945138
"980","Srirattana2017_SF3",NA,"PNRC2","767836","proline rich nuclear receptor coactivator 2",NA,3.904127043,"Down",0.00693,"Nucleus","other",1,0,1,1,-3.904127043
"981","Srirattana2017_SF3",NA,"PRRC2C","505359","proline rich coiled-coil 2C",NA,3.557835974,"Down",0.00693,"Other","other",1,0,1,1,-3.557835974
"982","Srirattana2017_SF3",NA,"SREK1","507801","splicing regulatory glutamic acid and lysine rich protein 1",NA,5.555820543,"Down",0.00693,"Nucleus","other",1,0,1,1,-5.555820543
"983","Srirattana2017_SF3",NA,"TBCE","505066","tubulin folding cofactor E",NA,7.346209298,"Down",0.00693,"Cytoplasm","other",1,0,1,1,-7.346209298
"984","Srirattana2017_SF3",NA,"UPF3B","616181","UPF3 regulator of nonsense transcripts homolog B (yeast)",NA,8.724061861,"Down",0.00693,"Nucleus","transporter",1,0,1,1,-8.724061861
"985","Srirattana2017_SF3",NA,"BSG","508716","basigin (Ok blood group)",NA,4.362030931,"Up",0.00834,"Plasma Membrane","transporter",1,0,1,1,4.362030931
"986","Srirattana2017_SF3",NA,"SMC4","353350","structural maintenance of chromosomes 4",NA,4.101068952,"Down",0.00834,"Nucleus","transporter",1,0,1,1,-4.101068952
"987","Srirattana2017_SF3",NA,"RPL7","514966","ribosomal protein L7",NA,10.89806428,"Down",0.00982,"Nucleus","transcription regulator",1,0,1,1,-10.89806428
"988","Srirattana2017_SF3",NA,"CCDC91","530230","coiled-coil domain containing 91",NA,3.896017074,"Down",0.00985,"Other","other",1,0,1,1,-3.896017074
"989","Srirattana2017_SF3",NA,"RHOA","338049","ras homolog family member A",NA,2.448672785,"Down",0.00985,"Cytoplasm","enzyme",1,0,1,1,-2.448672785
