DataSet,n,GeneSymbol,GeneID,GeneName,Chr,FoldChange,Regulation,FDR,Location,Type,Depleted,SCNT,miNT,TSA
Srirattana2017_SF3,,FLNB,613533,filamin B,,5.300028068,Up,0.00693,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,HRSP12,NA,reactive intermediate imine deaminase A homolog,,6.168843302,Down,0.00693,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,MXD1,514626,MAX dimerization protein 1,,7.105814367,Down,0.00693,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,NES,522383,nestin,,8.913549207,Down,0.00693,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,NPM1,614028,nucleophosmin,,5.433945138,Down,0.00693,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,PNRC2,767836,proline rich nuclear receptor coactivator 2,,3.904127043,Down,0.00693,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,PRRC2C,505359,proline rich coiled-coil 2C,,3.557835974,Down,0.00693,Other,other,1,0,1,1
Srirattana2017_SF3,,SREK1,507801,splicing regulatory glutamic acid and lysine rich protein 1,,5.555820543,Down,0.00693,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,TBCE,505066,tubulin folding cofactor E,,7.346209298,Down,0.00693,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,UPF3B,616181,UPF3 regulator of nonsense transcripts homolog B (yeast),,8.724061861,Down,0.00693,Nucleus,transporter,1,0,1,1
Srirattana2017_SF3,,BSG,508716,basigin (Ok blood group),,4.362030931,Up,0.00834,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF3,,SMC4,353350,structural maintenance of chromosomes 4,,4.101068952,Down,0.00834,Nucleus,transporter,1,0,1,1
Srirattana2017_SF3,,RPL7,514966,ribosomal protein L7,,10.89806428,Down,0.00982,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,CCDC91,530230,coiled-coil domain containing 91,,3.896017074,Down,0.00985,Other,other,1,0,1,1
Srirattana2017_SF3,,RHOA,338049,ras homolog family member A,,2.448672785,Down,0.00985,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,CKB,516210,creatine kinase B,,5.208976758,Up,0.0103,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,ELL2,782605,elongation factor for RNA polymerase II 2,,4.115306832,Down,0.0103,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,LOC780876,780876,NA,,3.755486989,Down,0.0103,NA,NA,1,0,1,1
Srirattana2017_SF3,,MYSM1,515332,"Myb like, SWIRM and MPN domains 1",,3.43664302,Down,0.0103,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,VPS35,521864,VPS35 retromer complex component,,3.361255009,Down,0.0103,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,ZNF215,529157,zinc finger protein 215,,4.152557082,Down,0.0103,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,CCAR1,767587,cell division cycle and apoptosis regulator 1,,3.936736088,Down,0.0106,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,HIP1,505919,huntingtin interacting protein 1,,6.901930756,Up,0.0106,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,HSP90B1,282646,heat shock protein 90 beta family member 1,,3.173335373,Down,0.0106,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,KMT2E,539121,lysine methyltransferase 2E,,4.23393758,Down,0.0106,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,OCIAD1,533520,OCIA domain containing 1,,3.164549205,Down,0.0106,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,THAP5,614615,THAP domain containing 5,,3.901421846,Down,0.0106,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,TPM4,535277,tropomyosin 4,,2.291035796,Down,0.0106,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,TPT1,326599,"tumor protein, translationally-controlled 1",,5.704102869,Down,0.0106,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,XIST,338325,X inactive specific transcript (non-protein coding),,2.751083636,Down,0.0106,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,DNTTIP2,511258,deoxynucleotidyltransferase terminal interacting protein 2,,3.513721873,Down,0.0108,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,TTC7A,616640,tetratricopeptide repeat domain 7A,,155.7404619,Up,0.012,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,ATP1A1,282144,ATPase Na+/K+ transporting subunit alpha 1,,2.973165969,Up,0.0121,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF3,,UACA,281559,uveal autoantigen with coiled-coil domains and ankyrin repeats,,5.108855037,Down,0.0121,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,DYNLT3,613349,dynein light chain Tctex-type 3,,4.681594566,Down,0.0123,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,CEP135,509483,centrosomal protein 135,,3.326488393,Down,0.0124,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,RBBP8,512977,"RB binding protein 8, endonuclease",,3.07801444,Down,0.0124,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,DNAJC2,507897,DnaJ heat shock protein family (Hsp40) member C2,,3.625047753,Down,0.013,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,ARPP19,282658,cAMP regulated phosphoprotein 19,,3.365917929,Down,0.0135,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,LARP4,539286,La ribonucleoprotein domain family member 4,,2.885857374,Down,0.0135,Other,other,1,0,1,1
Srirattana2017_SF3,,NSRP1,539841,nuclear speckle splicing regulatory protein 1,,5.155098522,Down,0.0135,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,PTPN12,531877,"protein tyrosine phosphatase, non-receptor type 12",,4.095387602,Down,0.014,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF3,,COTL1,617165,coactosin like F-actin binding protein 1,,3.706352248,Up,0.0146,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,GOLGA4,538893,golgin A4,,3.533260206,Down,0.0146,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,IGSF3,530939,immunoglobulin superfamily member 3,,96.87147475,Up,0.0146,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,KTN1,537619,kinectin 1,,2.989698497,Down,0.0146,Plasma Membrane,transmembrane receptor,1,0,1,1
Srirattana2017_SF3,,PAPOLA,338051,poly(A) polymerase alpha,,2.533268507,Down,0.0146,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,RAB6A,616537,"RAB6A, member RAS oncogene family",,3.071620539,Down,0.0146,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,RPL17,514046,ribosomal protein L17,,3.813194181,Down,0.0146,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,FCHO2,540808,FCH domain only 2,,6.224681412,Down,0.0148,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ZNF644,539923,zinc finger protein 644,,4.340917488,Down,0.0148,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,AMD1,280997,adenosylmethionine decarboxylase 1,,3.335724175,Down,0.0151,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,UBE2D3,326583,ubiquitin conjugating enzyme E2 D3,,2.863937482,Down,0.0151,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,AP5S1,618505,adaptor related protein complex 5 sigma 1 subunit,,88.46286122,Up,0.0154,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,PDCD10,506411,programmed cell death 10,,3.30351066,Down,0.0154,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,RPS6,787914,ribosomal protein S6,,2.688869988,Down,0.0154,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,TOP1,534799,topoisomerase (DNA) I,,3.202059243,Down,0.0154,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,ANKRD1,510376,ankyrin repeat domain 1,,49.8665331,Down,0.0163,Cytoplasm,transcription regulator,1,0,1,1
Srirattana2017_SF3,,CHSY1,281690,chondroitin sulfate synthase 1,,4.59479342,Down,0.0163,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,ZC3H15,535102,zinc finger CCCH-type containing 15,,3.458148925,Down,0.0163,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,CEP83,618145,centrosomal protein 83,,3.776369677,Down,0.0171,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,CRIPT,617723,CXXC repeat containing interactor of PDZ3 domain,,3.858392738,Down,0.0171,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ACTN4,522269,actinin alpha 4,,5.187358219,Up,0.0172,Cytoplasm,transcription regulator,1,0,1,1
Srirattana2017_SF3,,DZIP3,537349,DAZ interacting zinc finger protein 3,,6.741174636,Down,0.0172,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,NAMPT,520472,nicotinamide phosphoribosyltransferase,,3.923116016,Down,0.0172,Extracellular Space,cytokine,1,0,1,1
Srirattana2017_SF3,,PRKAA1,540404,protein kinase AMP-activated catalytic subunit alpha 1,,4.172754374,Down,0.0172,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,PTGR2,506263,prostaglandin reductase 2,,4.075564786,Down,0.0172,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,SLC25A36,510392,solute carrier family 25 member 36,,4.198866734,Down,0.0172,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,THBD,281529,thrombomodulin,,78.08643266,Up,0.0172,Plasma Membrane,transmembrane receptor,1,0,1,1
Srirattana2017_SF3,,TMED2,100140040,transmembrane p24 trafficking protein 2,,3.166743463,Down,0.0172,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,PDP1,280891,pyruvate dehyrogenase phosphatase catalytic subunit 1,,3.555370725,Down,0.0178,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF3,,PSMD12,538204,"proteasome 26S subunit, non-ATPase 12",,2.859969973,Down,0.0178,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,RAD50,788127,RAD50 double strand break repair protein,,4.281154794,Down,0.0181,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,HERC4,533336,HECT and RLD domain containing E3 ubiquitin protein ligase 4,,3.370587318,Down,0.0191,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,LARP7,505053,La ribonucleoprotein domain family member 7,,3.652793,Down,0.0191,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,FAM60A,538649,family with sequence similarity 60 member A,,3.688412472,Down,0.0193,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,MITD1,504291,microtubule interacting and trafficking domain containing 1,,6.811629662,Down,0.0193,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ROCK2,282041,Rho associated coiled-coil containing protein kinase 2,,3.222097164,Down,0.0193,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,ZNF22,768051,zinc finger protein 22,,6.525099947,Down,0.0193,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,RASA2,533491,RAS p21 protein activator 2,,4.633171225,Down,0.0195,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,HIAT1,NA,major facilitator superfamily domain containing 14A,,3.149231906,Down,0.0206,Other,transporter,1,0,1,1
Srirattana2017_SF3,,RAP1A,282031,"RAP1A, member of RAS oncogene family",,3.853047576,Down,0.0206,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,SLC34A2,282484,solute carrier family 34 member 2,,4.900741328,Up,0.0206,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF3,,TMEM68,534013,transmembrane protein 68,,5.024569525,Down,0.0206,Other,other,1,0,1,1
Srirattana2017_SF3,,YES1,507632,"YES proto-oncogene 1, Src family tyrosine kinase",,2.863937482,Down,0.0206,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,PPIG,783720,peptidylprolyl isomerase G,,4.976046613,Down,0.021,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,SCYL1,515247,SCY1 like pseudokinase 1,,47.14392595,Up,0.0211,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,PPP1R12A,538606,protein phosphatase 1 regulatory subunit 12A,,2.586497864,Down,0.0214,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF3,,SYNE2,540504,spectrin repeat containing nuclear envelope protein 2,,2.538541772,Down,0.0216,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,DSP,514360,desmoplakin,,2.66474965,Up,0.0217,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,SGOL2,532412,shugoshin 2,,3.235525393,Down,0.0225,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,PRDM14,100140032,PR domain 14,,81.45887586,Up,0.0231,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,C24H18orf21,512779,NA,,3.482202253,Down,0.0232,NA,NA,1,0,1,1
Srirattana2017_SF3,,UBL7,511289,ubiquitin like 7,,65.89056534,Up,0.0235,Other,other,1,0,1,1
Srirattana2017_SF3,,TAPBP,504335,TAP binding protein (tapasin),,75.84593734,Up,0.0236,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,S100A11,337886,S100 calcium binding protein A11,,6.071277012,Down,0.0239,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,SMIM19,515895,small integral membrane protein 19,,3.71921977,Down,0.0239,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,ANKRD26,533620,ankyrin repeat domain 26,,4.349953563,Down,0.024,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,ATP5B,327675,"ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",,2.375119332,Up,0.024,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,DNMT3B,353354,DNA methyltransferase 3 beta,,3.640155296,Up,0.024,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,FAM96A,512871,family with sequence similarity 96 member A,,2.414961183,Down,0.024,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,FNBP1,538717,formin binding protein 1,,3.054634996,Down,0.024,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,LUC7L3,539955,LUC7 like 3 pre-mRNA splicing factor,,3.592529492,Down,0.024,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,SLC39A10,521004,solute carrier family 39 member 10,,3.726961717,Down,0.024,Extracellular Space,transporter,1,0,1,1
Srirattana2017_SF3,,UQCRB,616871,ubiquinol-cytochrome c reductase binding protein,,3.20427951,Down,0.024,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,ZCRB1,504536,zinc finger CCHC-type and RNA binding motif containing 1,,3.372924441,Down,0.024,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,ZNF677,525522,zinc finger protein 677,,4.665397479,Down,0.024,Other,other,1,0,1,1
Srirattana2017_SF3,,BLOC1S1,615149,biogenesis of lysosomal organelles complex 1 subunit 1,,60.5896724,Up,0.0241,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,MSL3,515220,male-specific lethal 3 homolog (Drosophila),,3.224331326,Down,0.0241,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,PHAX,507478,phosphorylated adaptor for RNA export,,2.867910496,Down,0.0241,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,RPS15A,337888,ribosomal protein S15a,,9.29851286,Down,0.0241,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,SNHG3,100505379,small nucleolar RNA host gene 3,,6.134730639,Down,0.0241,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,SRFBP1,617136,serum response factor binding protein 1,,4.475348404,Down,0.0241,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,SYCP3,615896,synaptonemal complex protein 3,,3.518596304,Down,0.0241,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,TMEM219,506622,transmembrane protein 219,,84.80044909,Up,0.0241,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,DHFR,508809,dihydrofolate reductase,,4.138190326,Down,0.0256,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,PDPR,286844,pyruvate dehydrogenase phosphatase regulatory subunit,,40.33610853,Up,0.0256,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,TMSB4,781334,thymosin beta 10,,7.813668232,Down,0.0256,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,DNAJA1,528862,DnaJ heat shock protein family (Hsp40) member A1,,3.016760153,Down,0.0258,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,MGAT1,534248,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",,33.75431415,Up,0.0258,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,HNRNPH3,539850,heterogeneous nuclear ribonucleoprotein H3,,2.926142441,Down,0.026,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,ESRRA,507834,estrogen related receptor alpha,,50.52760875,Up,0.0261,Nucleus,ligand-dependent nuclear receptor,1,0,1,1
Srirattana2017_SF3,,MTHFD1L,534296,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,,3.834397754,Up,0.0266,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,HIF1A,281814,hypoxia inducible factor 1 alpha subunit,,2.735870608,Down,0.0268,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,CDH1,282637,cadherin 1,,2.363623094,Up,0.0269,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,CDK13,511147,cyclin dependent kinase 13,,2.733974904,Down,0.0269,Nucleus,kinase,1,0,1,1
Srirattana2017_SF3,,GNAI3,539521,G protein subunit alpha i3,,2.350552657,Down,0.0269,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,SWAP70,533720,SWAP switching B-cell complex 70kDa subunit,,3.637633007,Down,0.0269,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,CSNK1G3,407190,casein kinase 1 gamma 3,,3.162356466,Down,0.027,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,ARL2,511349,ADP ribosylation factor like GTPase 2,,48.6713201,Up,0.0271,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,HNRNPA2B1,507564,heterogeneous nuclear ribonucleoprotein A2/B1,,2.498392251,Down,0.0271,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,IBTK,540885,inhibitor of Bruton tyrosine kinase,,3.647732662,Down,0.0271,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,MCC,616704,mutated in colorectal cancers,,40.16870372,Up,0.0271,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,NCL,497013,nucleolin,,2.414961183,Down,0.0271,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,PHF19,532056,PHD finger protein 19,,75.00942616,Up,0.0271,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,RHOQ,100139988,ras homolog family member Q,,4.931409302,Down,0.0271,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,RICTOR,527459,RPTOR independent companion of MTOR complex 2,,2.924114897,Down,0.0271,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,SMAD5,768050,SMAD family member 5,,5.559672879,Down,0.0271,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,YTHDF1,538525,YTH N6-methyladenosine RNA binding protein 1,,19.31968946,Up,0.0271,Other,other,1,0,1,1
Srirattana2017_SF3,,CORO7,527934,coronin 7,,38.31931855,Up,0.0273,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,DNAJB9,614588,DnaJ heat shock protein family (Hsp40) member B9,,3.518596304,Down,0.0273,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,TES,534965,testin LIM domain protein,,3.412904392,Down,0.0273,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,CLN6,617615,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant",,56.92537559,Up,0.0278,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ACTN1,524770,actinin alpha 1,,3.528365461,Up,0.0282,Cytoplasm,transcription regulator,1,0,1,1
Srirattana2017_SF3,,ARRB2,281638,arrestin beta 2,,39.7807894,Up,0.0282,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,CEP290,282707,centrosomal protein 290,,3.800001531,Down,0.0282,Cytoplasm,transcription regulator,1,0,1,1
Srirattana2017_SF3,,FHL3,504795,four and a half LIM domains 3,,71.70490971,Up,0.0282,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,FKBP1A,614795,FK506 binding protein 1A,,2.096524951,Down,0.0282,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,JAKMIP2,527239,janus kinase and microtubule interacting protein 2,,6.657589878,Down,0.0282,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,RBBP6,282034,"RB binding protein 6, ubiquitin ligase",,3.11881937,Down,0.0282,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,RTN4,359718,reticulon 4,,3.044066762,Down,0.0282,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,STEAP3,504235,STEAP3 metalloreductase,,4.993322196,Up,0.0282,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,XRN1,540834,5'-3' exoribonuclease 1,,2.857988279,Down,0.0283,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,CAPZB,338052,capping actin protein of muscle Z-line beta subunit,,4.025031294,Up,0.0288,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,GIN1,504972,gypsy retrotransposon integrase 1,,5.194554411,Down,0.0288,Other,other,1,0,1,1
Srirattana2017_SF3,,KLHL2,533936,kelch like family member 2,,3.048289661,Down,0.0288,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,NOP58,507155,NOP58 ribonucleoprotein,,2.768299432,Down,0.0288,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,SLC25A20,518758,solute carrier family 25 member 20,,56.41473011,Up,0.0288,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,UBR4,514561,ubiquitin protein ligase E3 component n-recognin 4,,5.433945138,Up,0.0288,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,EPC2,539432,enhancer of polycomb homolog 2,,3.213175987,Down,0.0291,Other,other,1,0,1,1
Srirattana2017_SF3,,IFT74,514024,intraflagellar transport 74,,5.856342784,Down,0.0291,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,CEP162,512152,centrosomal protein 162,,3.89061979,Down,0.0292,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,REV3L,517422,"REV3 like, DNA directed polymerase zeta catalytic subunit",,2.735870608,Down,0.0292,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,SNX11,534567,sorting nexin 11,,53.2238143,Up,0.0292,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,ABHD12,768242,abhydrolase domain containing 12,,10.14010018,Up,0.0293,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,EIF4E3,616906,eukaryotic translation initiation factor 4E family member 3,,3.208724665,Down,0.0293,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF3,,HLTF,539633,helicase like transcription factor,,3.112340706,Down,0.0293,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,ALDH4A1,100126042,aldehyde dehydrogenase 4 family member A1,,36.00187151,Up,0.0295,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,CEBPZ,507575,CCAAT/enhancer binding protein zeta,,2.455471368,Down,0.0295,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,FABP5,281760,fatty acid binding protein 5,,4.707626949,Down,0.0295,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,GNB4,525962,G protein subunit beta 4,,2.789487333,Down,0.0295,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,KIF20B,514679,kinesin family member 20B,,4.129594142,Down,0.0295,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,ARF4,518601,ADP ribosylation factor 4,,2.737767626,Down,0.03,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,ERO1L,NA,endoplasmic reticulum oxidoreductase 1 alpha,,3.340351678,Down,0.03,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,SND1,404098,staphylococcal nuclease and tudor domain containing 1,,2.850075228,Up,0.03,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,SYNGR2,513812,synaptogyrin 2,,38.10741918,Up,0.03,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ATP6V0D2,511839,ATPase H+ transporting V0 subunit d2,,2.214529169,Down,0.0314,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,PLEKHM2,515552,pleckstrin homology and RUN domain containing M2,,44.53908454,Up,0.0314,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,CGGBP1,613824,CGG triplet repeat binding protein 1,,4.61394242,Down,0.0319,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,ACADVL,282130,"acyl-CoA dehydrogenase, very long chain",,44.07840148,Up,0.033,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,AP1S2,616331,adaptor related protein complex 1 sigma 2 subunit,,5.58671413,Down,0.033,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,BCLAF1,540648,BCL2 associated transcription factor 1,,2.766381258,Down,0.033,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,CLIP1,534624,CAP-Gly domain containing linker protein 1,,2.321407829,Down,0.033,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ELF1,505251,E74 like ETS transcription factor 1,,2.938337267,Down,0.033,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,FOLR3,516067,folate receptor 3,,41.81648812,Up,0.033,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,IGFBP5,404185,insulin like growth factor binding protein 5,,40.78594007,Up,0.033,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,PHC1,540021,polyhomeotic homolog 1,,22.7059737,Up,0.033,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,PTP4A2,614435,"protein tyrosine phosphatase type IVA, member 2",,2.279946545,Down,0.033,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF3,,RND3,783333,Rho family GTPase 3,,2.448672785,Down,0.033,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,TAF1D,505533,"TATA-box binding protein associated factor, RNA polymerase I subunit D",,3.739900791,Down,0.033,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,CDC73,100139547,cell division cycle 73,,2.433444717,Down,0.0332,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,EIF3A,506564,eukaryotic translation initiation factor 3 subunit A,,2.323017464,Down,0.0332,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,FN1,280794,fibronectin 1,,1.89605393,Up,0.0332,Extracellular Space,enzyme,1,0,1,1
Srirattana2017_SF3,,MED25,533865,mediator complex subunit 25,,50.28304107,Up,0.0332,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,PPIP5K2,780855,diphosphoinositol pentakisphosphate kinase 2,,2.690734417,Down,0.0332,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,RPS3,326588,ribosomal protein S3,,2.608101471,Up,0.0334,Cytoplasm,enzyme,1,0,1,1
